CNPJ_GESTOR,n_fundos,pl_total,nome_em_registro,CNPJ_LIMPO,DENOM_SOCIAL,DENOM_COMERC,MUN,UF,CONTROLE_ACIONARIO,DT_REG,SITE_ADMIN,nome,faixa_porte,share_pct
37108524000100,6,82290046.13,COMPOUND PARTNERS GESTAO DE RECURSOS LTDA,37108524000100,COMPOUND PARTNERS GESTAO DE RECURSOS LTDA,-----,RIO DE JANEIRO,RJ,PRIVADO,2020-09-18,www.compound.com.br,COMPOUND PARTNERS GESTAO DE RECURSOS LTDA,F5 · abaixo de 100 mi,0.0006202660392514858
11502768000180,8,82231320.6,MINT CAPITAL GESTORA DE INVESTIMENTOS LTDA,11502768000180,MINT CAPITAL GESTORA DE INVESTIMENTOS LTDA,MINT CAPITAL,SÃO PAULO,SP,PRIVADO,2010-04-29,www.mintcapital.com.br,MINT CAPITAL,F5 · abaixo de 100 mi,0.0006198233921318268
05336089000185,6,82145235.75,UNA CAPITAL LTDA,05336089000185,UNA CAPITAL LTDA,UNA CAPITAL,SÃO PAULO,SP,PRIVADO,2003-07-04,www.unacapital.com.br,UNA CAPITAL,F5 · abaixo de 100 mi,0.0006191745225362904
35646759000120,4,79661757.46000001,FORTUNE GESTORA DE RECURSOS LTDA.,35646759000120,FORTUNE GESTORA DE RECURSOS LTDA.,-----,SÃO PAULO,SP,PRIVADO,2021-02-11,www.fortunewm.com.br,FORTUNE GESTORA DE RECURSOS LTDA.,F5 · abaixo de 100 mi,0.000600455159564105
44391239000105,3,78916958.8,AVVERO ASSET GESTAO DE RECURSOS LTDA,44391239000105,AVVERO ASSET GESTAO DE RECURSOS LTDA,AVVERO ASSET,RIO DE JANEIRO,RJ,PRIVADO,2022-05-09,https://www.avveroasset.com,AVVERO ASSET,F5 · abaixo de 100 mi,0.0005948411960702919
08806258000191,6,78878754.47,ARTON GESTÃO DE RECURSOS LTDA,08806258000191,ARTON GESTÃO DE RECURSOS LTDA,ARTON,SÃO PAULO,SP,PRIVADO,2007-07-23,www.artonadvisors.com.br,ARTON,F5 · abaixo de 100 mi,0.0005945532286967662
45083984000150,2,78334068.48,URBANO ADMINISTRAÇÃO DE RECURSOS LTDA.,45083984000150,URBANO ADMINISTRAÇÃO DE RECURSOS LTDA.,URBANO ASSET,BARUERI,SP,PRIVADO,2022-12-07,https://urbanoasset.com/,URBANO ASSET,F5 · abaixo de 100 mi,0.0005904476261659407
10995802000132,8,78089410.48,RJI GESTAO & INVESTIMENTOS LTDA,10995802000132,RJI GESTAO & INVESTIMENTOS LTDA,RJI INVESTIMENTOS,RIO DE JANEIRO,RJ,PRIVADO,2010-01-15,www.rjigestora.com.br,RJI INVESTIMENTOS,F5 · abaixo de 100 mi,0.0005886035021707804
37995213000100,4,77651058.35,MONGERAL AEGON RENDA VARIÁVEL LTDA.,37995213000100,MONGERAL AEGON RENDA VARIÁVEL LTDA.,MONGERAL AEGON RENDA VARIÁVEL LTDA.,RIO DE JANEIRO,RJ,PRIVADO,2021-03-25,https://maginvestimentos.com.br/,MONGERAL AEGON RENDA VARIÁVEL LTDA.,F5 · abaixo de 100 mi,0.000585299397333568
44797193000129,5,77590614.53,B2V CRYPTO GESTORA DE RECURSOS LTDA.,44797193000129,B2V CRYPTO GESTORA DE RECURSOS LTDA.,B2V CRYPTO,SÃO PAULO,SP,PRIVADO,2022-08-02,www.b2vcrypto.com.br,B2V CRYPTO,F5 · abaixo de 100 mi,0.0005848437985024604
57314596000111,5,77322366.0,MAINU INVESTIMENTOS LTDA.,57314596000111,MAINU INVESTIMENTOS LTDA.,-----,SÃO PAULO,SP,PRIVADO,2025-01-03,www.mainucapital.com,MAINU INVESTIMENTOS LTDA.,F5 · abaixo de 100 mi,0.0005828218595066397
55610401000155,5,76805805.98,HINOV CAPITAL GESTÃO DE RECURSOS LTDA.,55610401000155,HINOV CAPITAL GESTÃO DE RECURSOS LTDA.,HINOVC,BELO HORIZONTE,MG,PRIVADO,2025-01-17,www.hinovc.com,HINOVC,F5 · abaixo de 100 mi,0.0005789282581209398
04608141000142,4,76602743.14,SFI INVESTIMENTOS LTDA,04608141000142,SFI INVESTIMENTOS LTDA,SFI INVESTIMENTOS LTDA,RIO DE JANEIRO,RJ,PRIVADO,2011-02-18,www.sfiinvestimentos.com.br,SFI INVESTIMENTOS LTDA,F5 · abaixo de 100 mi,0.0005773976600788999
47766912000132,4,76109015.85,BRM ASSET GESTÃO DE RECURSOS LTDA,47766912000132,BRM ASSET GESTÃO DE RECURSOS LTDA,BRM GESTÃO DE RECURSOS,BRASÍLIA,DF,PRIVADO,2023-07-05,https://www.brmasset.com.br/,BRM GESTÃO DE RECURSOS,F5 · abaixo de 100 mi,0.0005736761617320052
45537532000109,4,75022806.36,H2 ASSET MANAGEMENT LTDA,45537532000109,H2 ASSET MANAGEMENT LTDA,H2 ASSET MANAGEMENT LTDA.,SÃO PAULO,SP,PRIVADO,2022-06-02,www.h2-asset.com.br,H2 ASSET MANAGEMENT LTDA.,F5 · abaixo de 100 mi,0.0005654887941238341
28230876000143,7,72898741.5,SÃO PEDRO CAPITAL INVESTIMENTOS S.A.,28230876000143,SÃO PEDRO CAPITAL INVESTIMENTOS S.A.,-----,SÃO PAULO,SP,PRIVADO,2018-04-10,www.saopedro.capital,SÃO PEDRO CAPITAL INVESTIMENTOS S.A.,F5 · abaixo de 100 mi,0.0005494785309172231
22006806000120,3,72882494.6,ESH CAPITAL INVESTIMENTOS LTDA,22006806000120,ESH CAPITAL INVESTIMENTOS LTDA,ESH CAPITAL,SÃO PAULO,SP,PRIVADO,2015-08-24,www.eshcapital.com.br,ESH CAPITAL,F5 · abaixo de 100 mi,0.0005493560689575202
08096466000144,1,72630860.89,ANTERA GESTÃO DE RECURSOS LTDA,08096466000144,ANTERA GESTÃO DE RECURSOS LTDA,ANTERA GESTÃO DE RECURSOS LTDA,RIO DE JANEIRO,RJ,PRIVADO,2006-07-26,www.anteragr.com.br,ANTERA GESTÃO DE RECURSOS LTDA,F5 · abaixo de 100 mi,0.0005474593651399372
00424749000166,9,71991252.97,AAM GESTORA DE RECURSOS DE TERCEIROS LTDA.,00424749000166,AAM GESTORA DE RECURSOS DE TERCEIROS LTDA.,AJAX ASSET MANAGEMENT,SÃO PAULO,SP,PRIVADO,2003-02-03,www.ajaxcapital.com.br,AJAX ASSET MANAGEMENT,F5 · abaixo de 100 mi,0.0005426382830058291
23398913000103,1,71430427.78,FARIA LIMA CAPITAL LTDA.,23398913000103,FARIA LIMA CAPITAL LTDA.,FARIA LIMA CAPITAL,SÃO PAULO,SP,PRIVADO,2015-12-28,www.farialimacapital.com.br,FARIA LIMA CAPITAL,F5 · abaixo de 100 mi,0.0005384110303103545
22084858000114,3,71004519.85,GATEINVEST GESTÃO DE RECURSOS LTDA.,22084858000114,GATEINVEST GESTÃO DE RECURSOS LTDA.,GATEINVEST,SÃO PAULO,SP,PRIVADO,2015-06-02,www.gateinvest.com.br,GATEINVEST,F5 · abaixo de 100 mi,0.000535200724359018
14101538000105,8,69442301.33,RJ GESTÃO DE RECURSOS LTDA,14101538000105,RJ GESTÃO DE RECURSOS LTDA,RJ + ASSET,RIO DE JANEIRO,RJ,PRIVADO,2012-04-26,www.rjasset.com.br,RJ + ASSET,F5 · abaixo de 100 mi,0.0005234254108257757
07922200000140,2,69392599.08,SOUTHTREE CAPITAL LTDA,07922200000140,SOUTHTREE CAPITAL LTDA,SOUTHTREE CAPITAL LTDA,SÃO PAULO,SP,PRIVADO,2007-03-16,https://southtreecapital.com.br/,SOUTHTREE CAPITAL LTDA,F5 · abaixo de 100 mi,0.0005230507772072615
47949396000181,3,68678911.35,ETRNTY CAPITAL GESTORA DE RECURSOS LTDA,47949396000181,ETRNTY CAPITAL GESTORA DE RECURSOS LTDA,ETRNTY CAPITAL GESTORA DE RECURSOS LTDA,SÃO PAULO,SP,PRIVADO,2022-12-08,https://www.etrnty.com.br/,ETRNTY CAPITAL GESTORA DE RECURSOS LTDA,F5 · abaixo de 100 mi,0.0005176713141692877
16707841000173,20,68648230.95,ALARIS GESTÃO DE RECURSOS LTDA.,16707841000173,ALARIS GESTÃO DE RECURSOS LTDA.,ALARIS GESTÃO DE RECURSOS LTDA.,SÃO PAULO,SP,PRIVADO,2016-11-14,www.tyrgestao.com.br,ALARIS GESTÃO DE RECURSOS LTDA.,F5 · abaixo de 100 mi,0.000517440058858523
16975442000193,4,67933995.61,GREENWICH GESTÃO DE RECURSOS LTDA,16975442000193,GREENWICH GESTÃO DE RECURSOS LTDA,GREENWICH INVESTIMENTOS,CURITIBA,PR,PRIVADO,2013-01-17,www.grwi.com.br,GREENWICH INVESTIMENTOS,F5 · abaixo de 100 mi,0.0005120564681781219
49475869000181,10,67742256.83,ALTERA CAPITAL GESTORA E CONSULTORIA DE INVESTIMENTOS LTDA,49475869000181,ALTERA CAPITAL GESTORA E CONSULTORIA DE INVESTIMENTOS LTDA,ALTERA CAPITAL,SÃO PAULO,SP,PRIVADO,2024-09-04,www.alteracapital.com.br,ALTERA CAPITAL,F5 · abaixo de 100 mi,0.0005106112259011443
48712542000113,1,67682335.79,TERRA ASSET VENTURES GESTÃO DE RECURSOS LTDA.,48712542000113,TERRA ASSET VENTURES GESTÃO DE RECURSOS LTDA.,TERRA ASSET VENTURES,SÃO PAULO,SP,PRIVADO,2023-03-17,www.terraasset.com.br,TERRA ASSET VENTURES,F5 · abaixo de 100 mi,0.0005101595675548856
53069721000114,1,67055635.36,KX Ventures Ltda.,53069721000114,KX Ventures Ltda.,KX Ventures,SÃO PAULO,SP,PRIVADO,2025-07-21,https://kx.ventures/,KX Ventures,F5 · abaixo de 100 mi,0.000505435776382145
25187201000170,3,67023441.43,AWARE GESTÃO DE RECURSOS LTDA.,25187201000170,AWARE GESTÃO DE RECURSOS LTDA.,AWARE GESTÃO DE RECURSOS LTDA.,RIO DE JANEIRO,RJ,PRIVADO,2016-12-05,www.awaregestao.com,AWARE GESTÃO DE RECURSOS LTDA.,F5 · abaixo de 100 mi,0.0005051931127504162
21839257000101,2,66494549.67,SOLE CAPITAL LTDA.,21839257000101,SOLE CAPITAL LTDA.,SOLE CAPITAL,SÃO PAULO,SP,PRIVADO,2020-01-24,www.solecapital.com.br,SOLE CAPITAL,F5 · abaixo de 100 mi,0.0005012065601526732
53899218000196,3,65828998.260000005,ARAR CAPITAL LTDA.,53899218000196,ARAR CAPITAL LTDA.,ARAR CAPITAL,SÃO PAULO,SP,PRIVADO,2024-08-21,ararcapital.com,ARAR CAPITAL,F5 · abaixo de 100 mi,0.0004961899274441828
47969382000120,3,65713645.36,FIRST WHO CAPITAL ASSET MANAGEMENT LTDA.,47969382000120,FIRST WHO CAPITAL ASSET MANAGEMENT LTDA.,-----,SÃO PAULO,SP,PRIVADO,2023-03-22,www.fwcapital.com.br,FIRST WHO CAPITAL ASSET MANAGEMENT LTDA.,F5 · abaixo de 100 mi,0.000495320448208673
36012644000147,4,65643395.26,CAPSUR CAPITAL GESTÃO DE RECURSOS LTDA.,36012644000147,CAPSUR CAPITAL GESTÃO DE RECURSOS LTDA.,-----,SÃO PAULO,SP,PRIVADO,2020-10-08,www.capsurcapital.com,CAPSUR CAPITAL GESTÃO DE RECURSOS LTDA.,F5 · abaixo de 100 mi,0.0004947909339680906
22191383000165,1,65373370.89,WITPAR GESTORA DE RECURSOS LTDA.,22191383000165,WITPAR GESTORA DE RECURSOS LTDA.,-----,SÃO PAULO,SP,PRIVADO,2015-07-07,witpar.com,WITPAR GESTORA DE RECURSOS LTDA.,F5 · abaixo de 100 mi,0.0004927556094743276
42524344000140,6,64939842.230000004,NOVUS CREDITO GESTAO DE RECURSOS LTDA,42524344000140,NOVUS CREDITO GESTAO DE RECURSOS LTDA,NOVUS CREDITO GESTAO,FORTALEZA,CE,PRIVADO,2021-12-03,www.novuscapital.com.br,NOVUS CREDITO GESTAO,F5 · abaixo de 100 mi,0.0004894878618245646
10840069000187,1,64763549.33,IF ASSET GESTÃO DE RECURSOS LTDA.,10840069000187,IF ASSET GESTÃO DE RECURSOS LTDA.,IF ASSET GESTÃO DE RECURSOS LTDA.,CURITIBA,PR,PRIVADO,2010-01-15,ifasset.com.br,IF ASSET GESTÃO DE RECURSOS LTDA.,F5 · abaixo de 100 mi,0.00048815904377215495
07806377000181,1,64634620.99,VECTOR ADMINISTRAÇÃO DE RECURSOS FINANCEIROS LTDA,07806377000181,VECTOR ADMINISTRAÇÃO DE RECURSOS FINANCEIROS LTDA,VECTOR ADMINISTRAÇÃO DE RECURSOS FINANCEIROS LTDA,SÃO PAULO,SP,PRIVADO,2006-03-24,www.vectorinvest.com.br,VECTOR ADMINISTRAÇÃO DE RECURSOS FINANCEIROS LTDA,F5 · abaixo de 100 mi,0.00048718723886305654
42455783000148,4,63700494.77,NERO CAPITAL GESTÃO DE RECURSOS LTDA.,42455783000148,NERO CAPITAL GESTÃO DE RECURSOS LTDA.,NERO CAPITAL,SÃO PAULO,SP,PRIVADO,2021-10-04,www.nerocapital.com.br,NERO CAPITAL,F5 · abaixo de 100 mi,0.00048014620780414784
13641353000112,9,62632484.62,3R GESTORA DE RECURSOS LTDA,13641353000112,3R GESTORA DE RECURSOS LTDA,--,SÃO PAULO,SP,PRIVADO,2011-07-25,www.3r-invest.com.br,3R GESTORA DE RECURSOS LTDA,F5 · abaixo de 100 mi,0.00047209601878645837
31410054000159,3,62570453.089999996,JATAI GESTÃO DE RECURSOS DE TERCEIROS LTDA.,31410054000159,JATAI GESTÃO DE RECURSOS DE TERCEIROS LTDA.,JATAI GESTÃO PATRIMONIAL E INVESTIMENTOS,RIO DE JANEIRO,RJ,PRIVADO,2021-01-20,www.jatai-investimentos.com,JATAI GESTÃO PATRIMONIAL E INVESTIMENTOS,F5 · abaixo de 100 mi,0.00047162845249829483
40633726000186,2,62412580.8,NEWFOUNDLAND IRON GESTORA DE RECURSOS LTDA.,40633726000186,NEWFOUNDLAND IRON GESTORA DE RECURSOS LTDA.,-----,SÃO PAULO,SP,PRIVADO,2022-09-21,www.newfcap.com,NEWFOUNDLAND IRON GESTORA DE RECURSOS LTDA.,F5 · abaixo de 100 mi,0.00047043848087194323
09015597000112,5,62190510.54,SPE CONFRAPAR ADMINISTRAÇÃO E GESTÃO DE RECURSOS S.A.,09015597000112,SPE CONFRAPAR ADMINISTRAÇÃO E GESTÃO DE RECURSOS S.A.,--,SÃO PAULO,SP,PRIVADO,2008-05-19,https://confrapar.com.br/,SPE CONFRAPAR ADMINISTRAÇÃO E GESTÃO DE RECURSOS S.A.,F5 · abaixo de 100 mi,0.0004687646132891235
62051574000146,3,62175435.09,Theras Capital Gestão de Investimentos Ltda.,62051574000146,Theras Capital Gestão de Investimentos Ltda.,Theras Capital,SÃO PAULO,SP,PRIVADO,2026-03-17,www.therascapital.com.br,Theras Capital,F5 · abaixo de 100 mi,0.00046865098120236223
07473666000106,1,61728772.7,M SQUARE INVESTIMENTOS LTDA,07473666000106,M SQUARE INVESTIMENTOS LTDA,--,SÃO PAULO,SP,PRIVADO,2007-07-31,www.msquare.com.br,M SQUARE INVESTIMENTOS LTDA,F5 · abaixo de 100 mi,0.00046528423729398936
06238550000120,8,61710138.39,MONETIZA INVESTIMENTOS LTDA.,06238550000120,MONETIZA INVESTIMENTOS LTDA.,MONETIZA INVESTIMENTOS,CURITIBA,PR,PRIVADO,2008-02-15,www.monetiza.com.br,MONETIZA INVESTIMENTOS,F5 · abaixo de 100 mi,0.0004651437800916732
40113816000146,1,60819910.08,KAPITALO NEXO GESTÃO DE RECURSOS LTDA.,40113816000146,KAPITALO NEXO GESTÃO DE RECURSOS LTDA.,KAPITALO NEXO,SÃO PAULO,SP,PRIVADO,2021-06-10,www.kapitalo.com.br,KAPITALO NEXO,F5 · abaixo de 100 mi,0.00045843363209879296
07637212000123,3,60378885.14,PLATINUM CAPITAL GESTÃO DE RECURSOS LTDA.,07637212000123,PLATINUM CAPITAL GESTÃO DE RECURSOS LTDA.,PLATINUM CAPITAL,NOVA LIMA,MG,PRIVADO,2008-11-21,www.platinumcapital.com.br,PLATINUM CAPITAL,F5 · abaixo de 100 mi,0.00045510938079976253
34118647000134,2,59875342.6,SUPERMARINE ADMINISTRAÇÃO DE CARTEIRAS DE VALORES MOBILIÁRIOS LTDA.,34118647000134,SUPERMARINE ADMINISTRAÇÃO DE CARTEIRAS DE VALORES MOBILIÁRIOS LTDA.,SUPERMARINE INVESTIMENTOS,FLORIANÓPOLIS,SC,PRIVADO,2020-08-11,www.spminvestimentos.com.br,SUPERMARINE INVESTIMENTOS,F5 · abaixo de 100 mi,0.00045131389943149327
24033033000104,3,59453383.53,VECTIS CAPITAL SOLUTIONS LTDA.,24033033000104,VECTIS CAPITAL SOLUTIONS LTDA.,VECTIS CAPITAL SOLUTIONS LTDA.,SÃO PAULO,SP,PRIVADO,2024-12-23,https://vectiscs.com.br/,VECTIS CAPITAL SOLUTIONS LTDA.,F5 · abaixo de 100 mi,0.0004481333582435388
21023532000114,7,58790261.32,AVANTGARDE ASSET MANAGEMENT GESTAO DE RECURSOS LTDA,21023532000114,AVANTGARDE ASSET MANAGEMENT GESTAO DE RECURSOS LTDA,AVANTGARDE ASSET MANAGEMENT GESTAO DE RECURSOS LTDA,SÃO PAULO,SP,PRIVADO,2014-12-02,www.avantgardeam.com.br,AVANTGARDE ASSET MANAGEMENT GESTAO DE RECURSOS LTDA,F5 · abaixo de 100 mi,0.0004431350357722327
03215562000140,3,58465295.91,DYNAMO V. C . ADMINISTRADORA DE RECURSOS LTDA,03215562000140,DYNAMO V. C . ADMINISTRADORA DE RECURSOS LTDA,DYNAMO V.C. ADMINISTRAÇÃO DE RECURSOS LTDA,RIO DE JANEIRO,RJ,PRIVADO,1999-09-02,www.dynamo.com.br,DYNAMO V.C. ADMINISTRAÇÃO DE RECURSOS LTDA,F5 · abaixo de 100 mi,0.000440685589973697
42467304000103,3,58424261.64,SHORE CAPITAL GESTAO DE RECURSOS LTDA,42467304000103,SHORE CAPITAL GESTAO DE RECURSOS LTDA,-----,SÃO PAULO,SP,PRIVADO,2022-08-03,www.shorecapital.com.br,SHORE CAPITAL GESTAO DE RECURSOS LTDA,F5 · abaixo de 100 mi,0.00044037629176178127
46364480000170,3,57732906.65,MURALHA CAPITAL ASSET MANAGEMENT LTDA,46364480000170,MURALHA CAPITAL ASSET MANAGEMENT LTDA,MURALHA CAPITAL,CURITIBA,PR,PRIVADO,2022-09-21,www.muralhacapital.com,MURALHA CAPITAL,F5 · abaixo de 100 mi,0.00043516516305872277
18606232000153,2,57152047.89,REAG ASSET MANAGEMENT S.A.,18606232000153,REAG ASSET MANAGEMENT S.A.,REAG ASSET MANAGEMENT LTDA.,SÃO PAULO,SP,PRIVADO,2013-10-07,www.reagasset.com.br,REAG ASSET MANAGEMENT LTDA.,F5 · abaixo de 100 mi,0.0004307869061567816
42611920000196,3,56884591.73,QUANTIQUE M3 INVESTMENTS LTDA.,42611920000196,QUANTIQUE M3 INVESTMENTS LTDA.,"QUANTIQUE MACHINE, MATH & MIND",SÃO PAULO,SP,PRIVADO,2022-08-12,www.quantm3.com,"QUANTIQUE MACHINE, MATH & MIND",F5 · abaixo de 100 mi,0.00042877093969621437
08592877000120,2,56457952.089999996,DEL MONTE - GESTÃO DE INVESTIMENTOS LTDA,08592877000120,DEL MONTE - GESTÃO DE INVESTIMENTOS LTDA,DEL MONTE GESTÃO,SÃO PAULO,SP,PRIVADO,2016-12-05,www.delmonte.com.br,DEL MONTE GESTÃO,F5 · abaixo de 100 mi,0.0004255551184379248
30214939000110,6,55542136.769999996,BRDR GESTORA DE VALORES MOBILIÁRIOS LTDA.,30214939000110,BRDR GESTORA DE VALORES MOBILIÁRIOS LTDA.,BRDR ASSET,ARACAJU,SE,PRIVADO,2019-10-24,www.brdrasset.com,BRDR ASSET,F5 · abaixo de 100 mi,0.0004186521068595276
35068183000161,3,55474789.870000005,BLUE ASSET GESTÃO DE RECURSOS LTDA.,35068183000161,BLUE ASSET GESTÃO DE RECURSOS LTDA.,BLUE ASSET,GOIÂNIA,GO,PRIVADO,2021-01-04,blueasset.com.br,BLUE ASSET,F5 · abaixo de 100 mi,0.00041814447565887336
44858582000117,3,55250285.83,NEULER CAPITAL GESTÃO DE RECURSOS LTDA,44858582000117,NEULER CAPITAL GESTÃO DE RECURSOS LTDA,NEULER CAPITAL,RIO DE JANEIRO,RJ,PRIVADO,2022-07-18,www.neulercapital.com.br,NEULER CAPITAL,F5 · abaixo de 100 mi,0.0004164522633168512
51233251000157,9,54705417.7,YVY CAPITAL ASSET MANAGEMENT LTDA.,51233251000157,YVY CAPITAL ASSET MANAGEMENT LTDA.,-----,SÃO PAULO,SP,PRIVADO,2023-10-11,www.yvy.capital,YVY CAPITAL ASSET MANAGEMENT LTDA.,F5 · abaixo de 100 mi,0.0004123452878951148
07807954000150,4,53142348.78,RIO PERFORMANCE GESTÃO DE RECURSOS LTDA,07807954000150,RIO PERFORMANCE GESTÃO DE RECURSOS LTDA,RIO GESTÃO DE RECURSOS,RIO DE JANEIRO,RJ,PRIVADO,2006-08-24,www.riogestao.com.br,RIO GESTÃO DE RECURSOS,F5 · abaixo de 100 mi,0.00040056356442209754
02228585000127,2,53072884.54,TATICA ASSET MANAGEMENT ADMINISTRACAO DE RECURSOS S/C LTDA,02228585000127,TATICA ASSET MANAGEMENT ADMINISTRACAO DE RECURSOS S/C LTDA,TATICA ASSET MANAGEMENT,SÃO PAULO,SP,,1997-12-29,www.taticasset.com.br,TATICA ASSET MANAGEMENT,F5 · abaixo de 100 mi,0.0004000399736472625
54616855000170,4,52931086.3,TORI 21 CAPITAL LTDA.,54616855000170,TORI 21 CAPITAL LTDA.,-----,SÃO PAULO,SP,PRIVADO,2024-09-12,www.toricapital.com.br,TORI 21 CAPITAL LTDA.,F5 · abaixo de 100 mi,0.0003989711611136216
34111187000112,1,52619364.85,HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.,,,,,,,,,HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.,F5 · abaixo de 100 mi,0.00039662154243877266
35502462000191,2,52330568.9,PANGEA CAPITAL GESTÃO DE RECURSOS LTDA.,35502462000191,PANGEA CAPITAL GESTÃO DE RECURSOS LTDA.,-----,RIO DE JANEIRO,RJ,PRIVADO,2021-02-12,https://pangea.com.br/,PANGEA CAPITAL GESTÃO DE RECURSOS LTDA.,F5 · abaixo de 100 mi,0.00039444472606203393
08957783000108,1,52141191.93,ALKES CAPITAL ADMINISTRAÇÃO DE CARTEIRAS LTDA.,08957783000108,ALKES CAPITAL ADMINISTRAÇÃO DE CARTEIRAS LTDA.,--,BELO HORIZONTE,MG,PRIVADO,2007-12-06,www.alkescapital.com.br,ALKES CAPITAL ADMINISTRAÇÃO DE CARTEIRAS LTDA.,F5 · abaixo de 100 mi,0.00039301728606617125
37123902000125,6,52121587.230000004,SH ASSET CAPITAL GESTÃO DE RECURSOS LTDA,37123902000125,SH ASSET CAPITAL GESTÃO DE RECURSOS LTDA,SH ASSET,MONTES CLAROS,MG,PRIVADO,2020-11-18,www.shasset.com.br,SH ASSET,F5 · abaixo de 100 mi,0.0003928695144924319
07152171000185,1,51744919.04,A5 GESTÃO DE INVESTIMENTOS LTDA,07152171000185,A5 GESTÃO DE INVESTIMENTOS LTDA,A5 CAPITAL PARTNERS,SÃO PAULO,SP,PRIVADO,2006-12-12,https://kptl.com.br,A5 CAPITAL PARTNERS,F5 · abaixo de 100 mi,0.00039003035596341324
59706327000126,1,51184726.87,FLB ASSET LTDA.,59706327000126,FLB ASSET LTDA.,FLB ASSET,GOIÂNIA,GO,PRIVADO,2025-07-28,https://flbasset.com.br/,FLB ASSET,F5 · abaixo de 100 mi,0.0003858078746932403
05875277000181,2,50978821.9,TOTH CAPITAL ASSET MANAGEMENT LTDA,05875277000181,TOTH CAPITAL ASSET MANAGEMENT LTDA,TRAVESSIA CAPITAL,SÃO PAULO,SP,PRIVADO,2005-06-03,https://www.tothcapital.com.br/,TRAVESSIA CAPITAL,F5 · abaixo de 100 mi,0.0003842558539299716
11774290000147,1,50755378.12,OASIS VENTURES LTDA.,11774290000147,OASIS VENTURES LTDA.,OASIS VENTURES,SÃO PAULO,SP,PRIVADO,2010-08-20,https://oasisventures.com.br/,OASIS VENTURES,F5 · abaixo de 100 mi,0.00038257163335975793
48638617000163,18,50002272.05,NETZ ASSET GESTÃO DE RECURSOS LTDA,48638617000163,NETZ ASSET GESTÃO DE RECURSOS LTDA,NETZ ASSET GESTÃO DE RECURSOS LTDA,SÃO PAULO,SP,PRIVADO,2023-06-26,www.netzasset.com.br,NETZ ASSET GESTÃO DE RECURSOS LTDA,F5 · abaixo de 100 mi,0.000376895052276826
26203121000124,2,49750769.400000006,WMR CAPITAL GESTORA DE RECURSOS LTDA.,26203121000124,WMR CAPITAL GESTORA DE RECURSOS LTDA.,-----,SÃO PAULO,SP,PRIVADO,2018-08-06,www.wmrcapital.com.br,WMR CAPITAL GESTORA DE RECURSOS LTDA.,F5 · abaixo de 100 mi,0.00037499933633166417
21409171000149,3,49537478.47,HORIZONTE CAPITAL GESTÃO DE INVESTIMENTOS LTDA.,21409171000149,HORIZONTE CAPITAL GESTÃO DE INVESTIMENTOS LTDA.,HORIZONTE CAPITAL GESTÃO DE INVESTIMENTOS LTDA.,SÃO PAULO,SP,PRIVADO,2015-11-10,www.horizonteinvestimentos.com,HORIZONTE CAPITAL GESTÃO DE INVESTIMENTOS LTDA.,F5 · abaixo de 100 mi,0.0003733916434625853
38057109000138,2,48977338.45,SARPEN QUANT INVESTMENT LTDA.,38057109000138,SARPEN QUANT INVESTMENT LTDA.,-----,SÃO PAULO,SP,PRIVADO,2023-02-06,https://www.sarpen.com.br,SARPEN QUANT INVESTMENT LTDA.,F5 · abaixo de 100 mi,0.00036916955527608973
10354190000107,3,48875485.57,ALAMOS ADMINISTRADORA DE RECURSOS LTDA,10354190000107,ALAMOS ADMINISTRADORA DE RECURSOS LTDA,--,RIO DE JANEIRO,RJ,PRIVADO,2012-11-16,www.alamosgestao.com.br,ALAMOS ADMINISTRADORA DE RECURSOS LTDA,F5 · abaixo de 100 mi,0.0003684018332315042
57065258000193,2,48408151.02,PRISMA PREVIDÊNCIA LTDA.,57065258000193,PRISMA PREVIDÊNCIA LTDA.,-----,SÃO PAULO,SP,PRIVADO,2024-12-10,www.prismacapital.com,PRISMA PREVIDÊNCIA LTDA.,F5 · abaixo de 100 mi,0.0003648792717071621
45432251000183,7,48292827.879999995,SOW CAPITAL GESTAO DE INVESTIMENTOS LTDA.,45432251000183,SOW CAPITAL GESTAO DE INVESTIMENTOS LTDA.,SOW CAPITAL,RIO DE JANEIRO,RJ,PRIVADO,2022-06-02,www.sow.capital,SOW CAPITAL,F5 · abaixo de 100 mi,0.0003640100167893943
45954172000132,1,48073222.13,HOSSEGOR GESTÃO DE RECURSOS LTDA.,45954172000132,HOSSEGOR GESTÃO DE RECURSOS LTDA.,HOSSEGOR CAPITAL,SÃO PAULO,SP,PRIVADO,2022-12-02,www.hossegorcapital.com.br,HOSSEGOR CAPITAL,F5 · abaixo de 100 mi,0.0003623547255949506
46974410000134,5,47654663.019999996,CPV CAPITAL GESTÃO DE RECURSOS LTDA.,46974410000134,CPV CAPITAL GESTÃO DE RECURSOS LTDA.,CPV ASSET,SÃO PAULO,SP,PRIVADO,2022-11-07,https://cpvasset.com,CPV ASSET,F5 · abaixo de 100 mi,0.00035919981180450035
